player,team,player_norm,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,team_intl_matches,intl_goal_rate,intl_goals_per_team_match,assists_total,xa_total,key_passes_total,progressive_passes_total,pass_completion_pct,minutes,xa_per90,key_passes_per90,progressive_passes_per90,playmaker_score,year
Mateo Kovačić,Croatia,mateo kovacic,2,1.7,0,0,1,2023-03-28,40,2.0,0.05,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Nicolás González,Argentina,nicolas gonzalez,2,1.7,0,0,2,2024-09-10,42,1.0,0.047619047619047616,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Hamed Traorè,Ivory Coast,hamed traore,2,1.7,0,0,1,2023-11-17,47,2.0,0.0425531914893617,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Hamza Igamane,Morocco,hamza igamane,2,1.7,0,0,2,2025-09-08,54,1.0,0.037037037037037035,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Ibrahim Al-Hassan,Qatar,ibrahim alhassan,2,1.7,0,0,2,2024-10-10,53,1.0,0.03773584905660377,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Jean-Philippe Mateta,France,jeanphilippe mateta,2,1.7,0,0,2,2025-11-16,43,1.0,0.046511627906976744,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Ahmed Sayed,Egypt,ahmed sayed,2,1.7,0,0,2,2025-03-25,50,1.0,0.04,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Nathan Aké,Netherlands,nathan ake,2,1.7,0,0,1,2023-03-27,43,2.0,0.046511627906976744,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Nikola Vlašić,Croatia,nikola vlasic,2,1.7,0,0,2,2025-11-17,40,1.0,0.05,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Jhon Durán,Colombia,jhon duran,2,1.7,0,0,2,2025-03-25,45,1.0,0.044444444444444446,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Tahith Chong,Curaçao,tahith chong,2,1.7,0,0,1,2025-09-09,37,2.0,0.05405405405405406,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Mao Hosoya,Japan,mao hosoya,2,1.7,0,0,2,2025-06-10,41,1.0,0.04878048780487805,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Fiston Mayele,Congo DR,fiston mayele,2,1.7,0,0,2,2025-03-25,48,1.0,0.041666666666666664,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Zidane Iqbal,Iraq,zidane iqbal,2,1.7,0,0,2,2025-10-11,51,1.0,0.0392156862745098,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Martin Ødegaard,Norway,martin degaard,2,1.7,0,0,2,2025-09-09,37,1.0,0.05405405405405406,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Callum McCowatt,New Zealand,callum mccowatt,2,1.7,0,0,2,2024-11-18,36,1.0,0.05555555555555555,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Neymar,Brazil,neymar,2,1.7,0,0,1,2023-09-08,40,2.0,0.05,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Hossein Kanaanizadegan,Iran,hossein kanaanizadegan,2,1.7,0,0,1,2024-03-21,42,2.0,0.047619047619047616,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Emil Forsberg,Sweden,emil forsberg,2,1.7,0,0,2,2023-11-19,40,1.0,0.05,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Thomas Meunier,Belgium,thomas meunier,2,1.7,0,0,2,2025-10-13,41,1.0,0.04878048780487805,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Yunus Akgün,Türkiye,yunus akgun,2,1.7,0,0,2,2025-10-14,42,1.0,0.047619047619047616,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Kristijan Jakić,Croatia,kristijan jakic,2,1.7,0,0,2,2025-11-17,40,1.0,0.05,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Ibrahim Bayesh,Iraq,ibrahim bayesh,2,1.7,0,0,2,2025-03-20,51,1.0,0.0392156862745098,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Youssouf Fofana,France,youssouf fofana,2,1.7,0,0,2,2023-11-21,43,1.0,0.046511627906976744,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Gonçalo Inácio,Portugal,goncalo inacio,2,1.7,0,0,1,2023-09-11,43,2.0,0.046511627906976744,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Félix Torres,Ecuador,felix torres,2,1.7,0,0,1,2023-09-12,42,2.0,0.047619047619047616,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Ruben Providence,Haiti,ruben providence,2,1.7,0,0,2,2025-11-18,37,1.0,0.05405405405405406,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Jørgen Strand Larsen,Norway,jrgen strand larsen,2,1.7,0,0,2,2025-11-16,37,1.0,0.05405405405405406,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Juan Fernando Quintero,Colombia,juan fernando quintero,2,1.7,0,0,2,2025-09-04,45,1.0,0.044444444444444446,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Dodi Lukebakio,Belgium,dodi lukebakio,2,1.7,0,0,1,2023-10-13,41,2.0,0.04878048780487805,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Franjo Ivanović,Croatia,franjo ivanovic,2,1.7,0,0,1,2025-06-06,40,2.0,0.05,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Oh Se-hun,South Korea,oh sehun,2,1.7,0,0,2,2024-11-14,44,1.0,0.045454545454545456,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Ali Jasim,Iraq,ali jasim,2,1.7,0,0,2,2024-06-11,51,1.0,0.0392156862745098,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Mostafa Meshaal,Qatar,mostafa meshaal,2,1.7,0,0,2,2023-11-21,53,1.0,0.03773584905660377,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Eric Davis,Panama,eric davis,2,1.7,1,0,2,2025-11-18,58,1.0,0.034482758620689655,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
David Douděra,Czechia,david doudera,2,1.7,0,0,2,2025-11-17,40,1.0,0.05,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Diogo Jota,Portugal,diogo jota,2,1.7,0,0,1,2023-09-11,43,2.0,0.046511627906976744,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Rafael Santos Borré,Colombia,rafael santos borre,2,1.7,1,0,2,2023-11-21,45,1.0,0.044444444444444446,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Noor Al-Rawabdeh,Jordan,noor alrawabdeh,2,1.7,0,0,2,2024-09-10,54,1.0,0.037037037037037035,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Mohammed Salisu,Ghana,mohammed salisu,2,1.7,0,0,2,2025-10-08,39,1.0,0.05128205128205128,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Gonzalo Plata,Ecuador,gonzalo plata,2,1.7,0,0,1,2024-11-14,42,2.0,0.047619047619047616,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Lyndon Dykes,Scotland,lyndon dykes,2,1.7,0,0,2,2025-10-09,40,1.0,0.05,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Willy Semedo,Cape Verde,willy semedo,2,1.7,0,0,2,2025-10-13,43,1.0,0.046511627906976744,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Jordi Paulina,Curaçao,jordi paulina,2,1.7,1,0,1,2025-11-13,37,2.0,0.05405405405405406,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
Karim Konaté,Ivory Coast,karim konate,2,1.7,1,0,1,2023-11-17,47,2.0,0.0425531914893617,,,,,78.0,,0.255,0.6375,0.51,0.16061291328758578,2026
