player,team,intl_goals,intl_weighted_goals,intl_penalty_goals,intl_major_goals,intl_scoring_matches,intl_last_goal_date,intl_goal_rate,team_intl_matches,intl_goals_per_team_match,player_norm,xa_per90,key_passes_per90,progressive_passes_per90,pass_completion_pct,playmaker_score,year
Matías Viña,Uruguay,1,1.0,0,1,1,2024-06-23,1.0,42,0.023809523809523808,matias vina,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Cade Cowell,United States,1,1.0,0,1,1,2023-07-02,1.0,56,0.017857142857142856,cade cowell,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Maximilian Arfsten,United States,1,1.0,0,1,1,2025-06-29,1.0,56,0.017857142857142856,maximilian arfsten,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Ramón Sosa,Paraguay,1,1.0,0,1,1,2024-07-02,1.0,35,0.02857142857142857,ramon sosa,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Saad Natiq,Iraq,1,1.0,0,1,1,2024-01-29,1.0,50,0.02,saad natiq,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Gianluca Busio,United States,1,1.0,0,1,1,2023-07-02,1.0,56,0.017857142857142856,gianluca busio,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Rodri,Spain,1,1.0,0,1,1,2024-06-30,1.0,43,0.023255813953488372,rodri,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Miguel Borja,Colombia,1,1.0,1,1,1,2024-07-06,1.0,44,0.022727272727272728,miguel borja,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Roberto Alvarado,Mexico,1,1.0,0,1,1,2023-07-12,1.0,60,0.016666666666666666,roberto alvarado,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Lukáš Provod,Czechia,1,1.0,0,1,1,2024-06-18,1.0,40,0.025,lukas provod,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Michel Aebischer,Switzerland,1,1.0,0,1,1,2024-06-15,1.0,41,0.024390243902439025,michel aebischer,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Bryan Reynolds,United States,1,1.0,0,1,1,2023-06-28,1.0,56,0.017857142857142856,bryan reynolds,0.15,0.375,0.3,78.0,0.07008928571428572,2026
Gerson,Brazil,1,0.85,0,0,1,2024-11-19,1.0,39,0.02564102564102564,gerson,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
John Iredale,Australia,1,0.85,0,0,1,2024-03-26,1.0,40,0.025,john iredale,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Igor Jesus,Brazil,1,0.85,0,0,1,2024-10-10,1.0,39,0.02564102564102564,igor jesus,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Ibrahim Adel,Egypt,1,0.85,0,0,1,2025-10-08,1.0,49,0.02040816326530612,ibrahim adel,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Gabriel Martinelli,Brazil,1,0.85,0,0,1,2023-11-16,1.0,39,0.02564102564102564,gabriel martinelli,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Giuliano Simeone,Argentina,1,0.85,0,0,1,2025-03-25,1.0,40,0.025,giuliano simeone,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Fredrik Aursnes,Norway,1,0.85,0,0,1,2023-10-12,1.0,36,0.027777777777777776,fredrik aursnes,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Gustaf Lagerbielke,Sweden,1,0.85,0,0,1,2026-03-31,1.0,40,0.025,gustaf lagerbielke,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Gustav Lundgren,Sweden,1,0.85,0,0,1,2025-11-18,1.0,40,0.025,gustav lundgren,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Francis de Vries,New Zealand,1,0.85,0,0,1,2024-11-18,1.0,35,0.02857142857142857,francis de vries,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jan Vertonghen,Belgium,1,0.85,0,0,1,2023-09-12,1.0,40,0.025,jan vertonghen,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Ibrahim Sadeh,Jordan,1,0.85,0,0,1,2024-06-06,1.0,53,0.018867924528301886,ibrahim sadeh,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jaloliddin Masharipov,Uzbekistan,1,0.85,0,0,1,2024-09-05,1.0,44,0.022727272727272728,jaloliddin masharipov,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jayden Adams,South Africa,1,0.85,0,0,1,2025-03-25,1.0,51,0.0196078431372549,jayden adams,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Johan Bakayoko,Belgium,1,0.85,0,0,1,2023-06-20,1.0,40,0.025,johan bakayoko,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Esmir Bajraktarević,Bosnia and Herzegovina,1,0.85,0,0,1,2025-11-15,1.0,35,0.02857142857142857,esmir bajraktarevic,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jesper Karlsson,Sweden,1,0.85,0,0,1,2023-03-27,1.0,40,0.025,jesper karlsson,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jearl Margaritha,Curaçao,1,0.85,0,0,1,2025-06-10,1.0,36,0.027777777777777776,jearl margaritha,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jean-Kévin Duverne,Haiti,1,0.85,0,0,1,2024-06-06,1.0,36,0.027777777777777776,jeankevin duverne,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jaouen Hadjam,Algeria,1,0.85,0,0,1,2025-03-25,1.0,51,0.0196078431372549,jaouen hadjam,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jan Kuchta,Czechia,1,0.85,0,0,1,2023-03-24,1.0,40,0.025,jan kuchta,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Iqraam Rayners,South Africa,1,0.85,0,0,1,2024-06-11,1.0,51,0.0196078431372549,iqraam rayners,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Jan Kliment,Czechia,1,0.85,0,0,1,2025-03-25,1.0,40,0.025,jan kliment,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Estêvão Willian,Brazil,1,0.85,0,0,1,2025-09-04,1.0,39,0.02564102564102564,estevao willian,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Ezri Konsa,England,1,0.85,0,0,1,2025-09-09,1.0,42,0.023809523809523808,ezri konsa,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Haris Hajradinović,Bosnia and Herzegovina,1,0.85,0,0,1,2025-03-24,1.0,35,0.02857142857142857,haris hajradinovic,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Florian Thauvin,France,1,0.85,0,0,1,2025-10-10,1.0,42,0.023809523809523808,florian thauvin,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
David Raum,Germany,1,0.85,0,0,1,2025-10-10,1.0,42,0.023809523809523808,david raum,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Florian Kainz,Austria,1,0.85,0,0,1,2023-03-27,1.0,40,0.025,florian kainz,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
Kye Rowles,Australia,1,0.85,0,0,1,2024-03-21,1.0,40,0.025,kye rowles,0.1275,0.31875,0.255,78.0,0.06406250000000001,2026
